sdg,abstract,id,Aurora SDG 1,Aurora SDG 2,Aurora SDG 3,Aurora SDG 4,Aurora SDG 5,Aurora SDG 6,Aurora SDG 7,Aurora SDG 8,Aurora SDG 9,Aurora SDG 10,Aurora SDG 11,Aurora SDG 12,Aurora SDG 13,Aurora SDG 14,Aurora SDG 15,Aurora SDG 16,Aurora SDG 17,sdg_desc_short,sdg_desc_long
2,"Impact of organic and conventional farming systems on wheat grain uptake and soil bioavailability of zinc and cadmium
Zinc (Zn) deficiency is a widespread problem in human nutrition and wheat grains are a major source of Zn intake in large parts of the human population. It remains unclear to what extent organic and conventional farming practices, differing in organic matter management, influence Zn availability and uptake by wheat grains. Factors leading to an increased Zn uptake may also increase the Cd uptake in wheat grains, which are a major source of harmful Cd for humans. In this study, we investigated the effects of different farming practices on Zn and Cd concentrations in wheat grains and their relationships with total and available soil Zn and Cd concentrations, and other soil properties. In northern Switzerland, 28 farms were sampled including 11 organic farms with compost use, 10 organic farms without compost use, and 7 conventional farms without compost use. Soil organic matter was a key factor for soil Zn and especially Cd concentrations across all three farming systems. Total and available soil Cd concentrations as well as soil organic carbon concentration (SOC) were significantly higher on the organic farms with compost use than on the conventional farms. However, only the compost farms with livestock showed significantly higher grain Cd concentrations in comparison to conventional farming, whereas the organic farms without compost use were in between. In contrast to Cd, the soil and grain Zn concentrations showed no significant farming system effect although there was a correlation between total soil Zn and SOC when all farms of the survey were pooled. Grain Zn was decoupled from soil Zn indicating that under agricultural field conditions the farming systems are a minor factor in increasing grain Zn. Our study suggests that the Zn and Cd soil and grain concentrations on farms were mediated by a combination of on-farm organic matter management, soil properties, and livestock production intensity.",oai:www.zora.uzh.ch:168376,0.0043444028124213,0.9875276684761048,0.0119968671351671,0.0016723106382414,0.0020177748519927,0.0165702626109123,0.4189281761646271,0.0170987844467163,0.1292666494846344,0.0049807853065431,0.0639550015330314,0.840405285358429,0.0040311319753527,0.0205826424062252,0.7350488305091858,0.0029589377809315,0.0091046579182147,Zero Hunger,"Aims to end hunger, achieve food security and improved nutrition, and promote sustainable agriculture."
2,"Root exudate metabolites drive plant-soil feedbacks on growth and defense by shaping the rhizosphere microbiota
By changing soil properties, plants can modify their growth environment. Although the soil microbiota is known to play a key role in the resulting plant-soil feedbacks, the proximal mechanisms underlying this phenomenon remain unknown. We found that benzoxazinoids, a class of defensive secondary metabolites that are released by roots of cereals such as wheat and maize, alter root-associated fungal and bacterial communities, decrease plant growth, increase jasmonate signaling and plant defenses, and suppress herbivore performance in the next plant generation. Complementation experiments demonstrate that the benzoxazinoid breakdown product 6-methoxy-benzoxazolin-2-one (MBOA), which accumulates in the soil during the conditioning phase, is both sufficient and necessary to trigger the observed phenotypic changes. Sterilization, fungal and bacterial profiling and complementation experiments reveal that MBOA acts indirectly by altering root-associated microbiota. Our results reveal a mechanism by which plants determine the composition of rhizosphere microbiota, plant performance and plant-herbivore interactions of the next generation.",oai:www.zora.uzh.ch:168377,0.0039344462566077,0.9737192392349244,0.0284463707357645,0.0019286099122837,0.0020032972097396,0.3383945822715759,0.0413072071969509,0.0049443929456174,0.0099890055134892,0.0058157835155725,0.0345141217112541,0.8448331952095032,0.0050105289556086,0.0640308335423469,0.967544972896576,0.0029451991431415,0.0091801127418875,Zero Hunger,"Aims to end hunger, achieve food security and improved nutrition, and promote sustainable agriculture."
2,"Enterotoxin production of Bacillus thuringiensis isolates from biopesticides, foods, and outbreaks
While the relevance of Bacillus (B.) cereus as a major cause of gastroenteritis is undisputed, the role of the closely related B. thuringiensis in foodborne disease is unclear. B. thuringiensis strains frequently harbor enterotoxin genes. However, the organism has only very rarely been associated with foodborne outbreaks, possibly due to the fact that during outbreak investigations, B. cereus is routinely not differentiated from B. thuringiensis. A recent EFSA scientific opinion stresses the urgent need for further data allowing for improved risk assessment, in particular as B. thuringiensis is a commonly used biopesticide. Therefore, the aim of this study was to gain further insights into the hazardous potential of B. thuringiensis. To this end, 39 B. thuringiensis isolates obtained from commercially used biopesticides, various food sources, as well as from foodborne outbreaks were characterized by panC typing, panC-based SplitsTree analysis, toxin gene profiling, FTIR spectroscopic analysis, a cytotoxicity assay screening for enterotoxic activity, and a sphingomyelinase assay. The majority of the tested B. thuringiensis isolates exhibited low (23%, n = 9) or mid level enterotoxicity (74%, n = 29), and produced either no (59%, n = 23) or low levels (33%, n = 13) of sphingomyelinase, which is reported to act synergistically with enterotoxins Nhe and Hbl. One strain isolated from rosemary was however classified as highly enterotoxic surpassing the cytotoxic activity of the high-level reference strain by a factor of 1.5. This strain also produced vast amounts of sphingomyelinase. Combining all results obtained in this study into a fingerprint pattern, several enterotoxic biopesticide strains were indistinguishable from those of isolates from foods or collected in association with outbreaks. Our study shows that many B. thuringiensis biopesticide strains exhibit mid-level cytotoxicity in a Vero cell assay and that some of these strains cannot be differentiated from isolates collected from foods or in association with outbreaks. Thus, we demonstrate that the use of B. thuringiensis strains as biopesticides can represent a food safety risk, underpinning the importance of assessing the hazardous potential of each strain and formulation used.",oai:www.zora.uzh.ch:168066,0.0040934314019978,0.9494654536247252,0.9203452467918396,0.0015614051371812,0.0019507292890921,0.0595152378082275,0.3781212568283081,0.005517765879631,0.0837053954601287,0.0164391752332448,0.0483683757483959,0.9659098982810974,0.0050784680061042,0.9133123755455016,0.0325636342167854,0.0029605969320982,0.0093234619125723,Zero Hunger,"Aims to end hunger, achieve food security and improved nutrition, and promote sustainable agriculture."
2,"Long-term Investment Choices for Quinoa Farmers in Puno, Peru: A Real Options Case Study
The goal of this article is to assess the optimal choices of a smallholder quinoa farmer in the Puno region of Peru, in terms of his decision if and when to undertake certain investments that are expected to increase quinoa yield and crop resistance to harsh weather conditions, such as frost. We focus on two irreversible options, namely quinoa variety management andWaruWaru. The former alternative considers the option of the farmer to switch from his business-as-usual quinoa variety to one that has different yield and frost resistance characteristics. The latter alternative refers to the implementation of an ancestral cultivation practice that is estimated to offer benefits in terms of yield increase and resistance to harsh climate conditions.
We rely on Real Options Analysis to assess the two types of investment opportunities for the farmer. This approach allows us to determine not only whether the investments should be undertaken or not, but also the optimal timing to do so. We find that one quinoa variety (Kancolla) offers the highest benefits to the farmer and switching to this option should be immediate if investment costs are low; however, as costs increase, the decision to switch quinoa variety is optimally postponed until quinoa price uncertainty is reduced. We find that the Waru Waru option is not worth undertaking unless further evidence related to the increase in the productivity of quinoa is developed. However, at increases in productivity above 20%, the Waru Waru option becomes highly attractive. The article also discusses how quinoa price dynamics, yield sensitivity to frost, and governmental support impact decisions of the smallholder farmer.",oai:www.zora.uzh.ch:157456,0.0042930012568831,0.9540080428123474,0.0111296670511364,0.0017383155645802,0.0020573029760271,0.0086490372195839,0.032693650573492,0.9613715410232544,0.7903131246566772,0.069421000778675,0.0320052094757556,0.4547420144081116,0.9927710890769958,0.0096937762573361,0.530267059803009,0.8431167602539062,0.9508146643638612,Zero Hunger,"Aims to end hunger, achieve food security and improved nutrition, and promote sustainable agriculture."
3,"Transmaternal Helicobacter pylori exposure reduces allergic airway inflammation in offspring through regulatory T cells
BACKGROUND  Transmaternal exposure to tobacco, microbes, nutrients, and other environmental factors shapes the fetal immune system through epigenetic processes. The gastric microbe Helicobacter pylori represents an ancestral constituent of the human microbiota that causes gastric disorders on the one hand and is inversely associated with allergies and chronic inflammatory conditions on the other.  OBJECTIVE  Here we investigate the consequences of transmaternal exposure to H pylori in utero and/or during lactation for susceptibility to viral and bacterial infection, predisposition to allergic airway inflammation, and development of immune cell populations in the lungs and lymphoid organs.  METHODS  We use experimental models of house dust mite- or ovalbumin-induced airway inflammation and influenza A virus or Citrobacter rodentium infection along with metagenomics analyses, multicolor flow cytometry, and bisulfite pyrosequencing, to study the effects of H pylori on allergy severity and immunologic and microbiome correlates thereof.  RESULTS  Perinatal exposure to H pylori extract or its immunomodulator vacuolating cytotoxin confers robust protective effects against allergic airway inflammation not only in first- but also second-generation offspring but does not increase susceptibility to viral or bacterial infection. Immune correlates of allergy protection include skewing of regulatory over effector T cells, expansion of regulatory T-cell subsets expressing CXCR3 or retinoic acid-related orphan receptor γt, and demethylation of the forkhead box P3 (FOXP3) locus. The composition and diversity of the gastrointestinal microbiota is measurably affected by perinatal H pylori exposure.  CONCLUSION  We conclude that exposure to H pylori has consequences not only for the carrier but also for subsequent generations that can be exploited for interventional purposes.",oai:www.zora.uzh.ch:157671,0.0040037147700786,0.5092456936836243,0.995515525341034,0.0017009135335683,0.0022806418128311,0.834058940410614,0.0371345691382885,0.0053706266917288,0.0105011891573667,0.0155658237636089,0.0149833420291543,0.4322018921375274,0.0056289518252015,0.0383087322115898,0.3139970302581787,0.003080625552684,0.0093125896528363,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
3,"Microbes and asthma: Opportunities for intervention
The worldwide incidence and prevalence of asthma continues to increase. Asthma is now understood as an umbrella term for different phenotypes or endotypes, which arise through different pathophysiologic pathways. Understanding the many factors contributing to development of the disease is important for the identification of novel therapeutic targets for the treatment of certain asthma phenotypes. The hygiene hypothesis has been formulated to explain the increasing prevalence of allergic disease, including asthma. This hypothesis postulates that decreased exposure at a young age to certain infectious agents as a result of improved hygiene, increased antibiotic use and vaccination, and changes in lifestyle and dietary habits is associated with changes in the immune system, which predispose subjects to allergy. Many microbes, during their coevolution with human subjects, developed mechanisms to manipulate the human immune system and to increase their chances of survival. Improving models of asthma, as well as choosing adequate end points in clinical trials, will lead to a more complete understanding of the underlying mechanisms, thus providing an opportunity to devise primary and secondary interventions at the same time as identifying new molecular targets for treatment. This article reports the discussion and conclusion of a workshop under the auspices of the Netherlands Lung Foundation to extend our understanding of how modulation of the immune system by bacterial, parasitic, and viral infections might affect the development of asthma and to map out future lines of investigation.",oai:www.zora.uzh.ch:124568,0.0038855692837387,0.8582773804664612,0.9981794357299804,0.0177928693592548,0.0029516865033656,0.0650785639882087,0.0024070618674159,0.0272743012756109,0.148698404431343,0.0321049652993679,0.0606411397457122,0.0085464548319578,0.0051876553334295,0.0076059843413531,0.008413259871304,0.0284972544759511,0.3450400233268738,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
3,"Assessing the Influence of Vegan, Vegetarian and Omnivore Oriented Westernized Dietary Styles on Human Gut Microbiota: A Cross Sectional Study
Diet and lifestyle have a strong influence on gut microbiota, which in turn has important implications on a variety of health-related aspects. Despite great advances in the field, it remains unclear to which extent the composition of the gut microbiota is modulated by the intake of animal derived products, compared to a vegetable based diet. Here the specific impact of vegan, vegetarian, and omnivore feeding type on the composition of gut microbiota of 101 adults was investigated among groups homogeneous for variables known to have a role in modulating gut microbial composition such as age, anthropometric variables, ethnicity, and geographic area. The results displayed a picture where the three different dietetic profiles could be well distinguished on the basis of participant’s dietetic regimen. Regarding the gut microbiota; vegetarians had a significantly greater richness compared to omnivorous. Moreover, counts of Bacteroidetes related operational taxonomic units (OTUs) were greater in vegans and vegetarians compared to omnivores. Interestingly considering the whole bacterial community composition the three cohorts were unexpectedly similar, which is probably due to their common intake in terms of nutrients rather than food, e.g., high fat content and reduced protein and carbohydrate intake. This finding suggests that fundamental nutritional choices such as vegan, vegetarian, or omnivore do influence the microbiota but do not allow to infer conclusions on gut microbial composition, and suggested the possibility for a preferential impact of other variables, probably related to the general life style on shaping human gut microbial community in spite of dietary influence. Consequently, research were individuals are categorized on the basis of their claimed feeding types is of limited use for scientific studies, since it appears to be oversimplified.",oai:www.zora.uzh.ch:163387,0.0039036348462104,0.989047110080719,0.5804949998855591,0.0114995716139674,0.0024581628385931,0.0855251848697662,0.0019174689659848,0.0062475204467773,0.0158366039395332,0.2413920164108276,0.0559143684804439,0.8601353168487549,0.0049877045676112,0.1533141732215881,0.2738034725189209,0.0230890326201915,0.0095724873244762,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
3,"Swine IFITM proteins potently inhibit influenza A virus replication
Human IFITMs were identified as restriction factors of influenza A virus (IAV). Given the important role of pigs in the zoonotic cycle of IAV we cloned swine IFITMs (swIFITM) and found two IFITM1-like proteins, one homologue of IFITM2 and one of IFITM3. We show that swIFITM2 and swIFITM3 localize to endosomes and display potent antiviral activity. Knockdown of swIFITMs strongly reduced virus inhibition by interferon establishing the swIFITMs as potent restriction factors in porcine cells.",oai:www.zora.uzh.ch:101518,0.0037046244833618,0.8238981366157532,0.9972420930862428,0.0019428484374657,0.0020594608504325,0.0812861621379852,0.0127361314371228,0.0054916334338486,0.0203791242092847,0.0215700715780258,0.0158625245094299,0.9683271050453186,0.0047095101326704,0.3085379600524902,0.8506473898887634,0.0056331623345613,0.0101198637858033,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
3,"A study design for physical activity reference data collection using GPS and accelerometer
A physically active lifestyle is a key component of promoting health and well-being particularly for healthy ageing. Most sensor-based studies are focused on measuring the level (or intensity) of physical activity and use data collected using a specific study protocol under a controlled laboratory condition and are thus hardly comparable to each other and difficult to use as training or validation data for real-life studies. Therefore, it is important to have available a reference dataset for physical activity type classification especially in real-life environments. The main aim of this study is to provide a study design for collecting a reference dataset that can maximize both internal and ecological validity of measuring physical activity types. To that end, we designed study protocols in three different conditions, namely: laboratory/controlled, semi-structured and real life. To collect data, a sample of 40 healthy participants (30 younger adults and 10 older adults) will participate to perform activities including: lying, sitting, standing, walking on level ground, running, cycling, walking uphill, walking downhill, walking downstairs and walking upstairs both indoors and outdoors. The activity walking on level ground will be performed at three different speeds. Additionally, GPS and GIS methods (e.g. information about slope or dominant land use) will be used to enrich the detailed information about accelerometry-based activity types and to provide the environmental information of the place where the activities will take place. The proposed reference dataset can be useful for future validation and comparison studies and for the development of new physical activity type classifications algorithms particularly under real-life conditions.",oai:www.zora.uzh.ch:161051,0.0042069992050528,0.0723500251770019,0.4079342484474182,0.0015025738393887,0.0108505161479115,0.0103794010356068,0.0021600739564746,0.0127991866320371,0.0094246231019496,0.0034518335014581,0.6934300661087036,0.9394636154174804,0.0040775802917778,0.0871798694133758,0.8767188191413879,0.0028123760130256,0.0099285217002034,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
3,"Semantic Activity Analytics for Healthy Aging: Challenges and Opportunities
As real-life activity data from many aging individuals become available, insights gleaned from such data could be leveraged to foster healthy aging. The emerging field of semantic activity analytics is addressing this challenge.",oai:www.zora.uzh.ch:159703,0.0156391933560371,0.9575521945953368,0.8675277233123779,0.6838001012802124,0.0144093576818704,0.0066585973836481,0.0018729415023699,0.0248988047242164,0.2299150824546814,0.6333628296852112,0.1000261530280113,0.9274080395698548,0.0036934970412403,0.0089738778769969,0.0089396946132183,0.1718735098838806,0.0463958755135536,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
